"3549,""Need a TextWidth() call that take word/letter spacing into account"",""normal""";;
"3562,""MLK: Tokenizer or Parser"",""normal""";;
"3672,""[BLOCK] throbber: titlebutton ignores list-style-image"",""normal""";;
"3654,""NS_IS_MOUSE_EVENT() not looking for DOUBLECLICK, LEFT_CLICK"",""normal""";;
"3705,""Uninitialized memory read in nsParser::ResumeParser()"",""normal""";;
"3797,""getenv() should be PR_getenv()"",""normal""";;
"3837,""Loading American Airlines' Web page results in a blank window"",""normal""";;
"3899,""Raptor doesn't jam"",""normal""";;
"3851,""timer requests for throbbingN.gif"",""normal""";;
"3856,""File select control has bad title"",""normal""";;
"3959,""Specifying both width & height for an applet crashes Mac"",""normal""";;
"4115,""Mozilla M3 ignores bgcolor attribute of body tag."",""normal""";;
"4145,""Higlighting text causes problem."",""normal""";;
"4064,""patches for xpcom/src"",""normal""";;
"4110,""Body onLoad Problem"",""normal""";;
"4316,""OBJECT image does not render if mimetype missing"",""normal""";;
"4444,""nightly build 30.3.1999 crashes"",""normal""";;
"4407,""IMAGE not supported (as IMG substitute)"",""normal""";;
"4541,""viewer: toolbarTest1 crashes"",""normal""";;
"4606,""Crash in raptorhtml at loading of www.coolsavings.com"",""normal""";;
"4648,""Open File dialog no longer shows up"",""normal""";;
"4642,""build error on HP-UX with aCC"",""normal""";;
"4728,""bugsplat takes forever to load"",""normal""";;
"4833,""pseudo-elements cannot be positioned"",""normal""";;
"5281,""FE_StrfTime requires improvement"",""normal""";;
"4834,""too generous on pseudo-element matching"",""normal""";;
"5154,""ignoring margin-right and margin-bottom on absolutely positioned elements"",""normal""";;
"4148,""Redirect with window.location does not redirect the page."",""normal""";;
"3180,""Print Preview Assert"",""normal""";;
"2675,""Unclosed -p- tag handled incorrectly"",""normal""";;
"3336,""parser now requires some end tags when before it didn't"",""normal""";;
"3372,""inherited virtual function hidden"",""normal""";;
"3373,""inherited virtual function hidden"",""normal""";;
"2541,""Print Preview: Mixes multiple views into one preview"",""normal""";;
"2565,""TempReflow() Needs To Get Fixed"",""normal""";;
"2566,""nsHTMLButtonControlFrame and incremental reflow"",""normal""";;
"3423,""Links with BR tags in them give bad visual feedback when clicked"",""normal""";;
"564,""ISO-8859-1 should be converted as CP 1252"",""normal""";;
"2610,""Jan26:http://www.hotbot.com: Form does not render background-color"",""normal""";;
"2545,""A attribute tabindex not implemented"",""normal""";;
"2635,""BUTTON attribute TABINDEX not implemented"",""normal""";;
"4025,""[BLOCKER] no horizontal scrollbar, vertical scrollbar not always available"",""normal""";;
"3389,""Unix: locale and uconv tests stopped linking"",""normal""";;
"3911,""Unix: locale and uconv tests stopped linking"",""normal""";;
"4549,""View source of xml file brings up window that never renders"",""normal""";;
"4953,""Shockwave and the Gecko Beta do not seem to get along"",""normal""";;
"1558,""View Source omits # character"",""normal""";;
"635,""BODY attributes """"marginwidth"""" & """"marginheight"""" not supported"",""normal""";;
"2643,""[4.xP] 99012512 table render problem on yahoo"",""normal""";;
"1876,""part of table is not displayed"",""normal""";;
"1891,""Only a small part of a table cell responds to user events"",""normal""";;
"2267,""table layout problems"",""normal""";;
"2744,""Transparent borders are not implemented/do not work"",""normal""";;
"840,""libplds21.so: can't open file: errno=2"",""normal""";;
"884,""BUILD: messages about OSF in Linux build"",""normal""";;
"3233,""plevent.c: blocking pipe reads and writes may freeze the Communicator"",""normal""";;
"2227,""PR_CEnterMonitor does not initialize NSPR implicitly."",""normal""";;
"2431,""PL_GetNextOpt asserts if an option with an associated value is not immediately followed by its value."",""normal""";;
"4176,""Feature test macro for pthread_attr_setscope"",""normal""";;
"1473,""PR_Log crashes on unix platforms when ..."",""normal""";;
"2248,""PR_ImportFile, etc. should initialize NSPR implicitly."",""normal""";;
"4464,""PR_SetThreadPriority should cast enum PRThreadPriority to a signed int before doing comparisions"",""normal""";;
"220,""Incorrect display of CP-1250 pages in Unix version"",""normal""";;
"3838,""Those URLs do not get loaded in 5.0(europeen sites)"",""normal""";;
"5075,""ANSI C++ violation in nsTransferable.cpp"",""normal""";;
"4195,""Browser not handling character refs by number"",""normal""";;
"4488,""Going to Quality Assurance and then Contacts, the Back button doesn't work."",""normal""";;
"3149,""Change BASEFONT content object to return a RECONSTRUCT_EVERYTHING hint for attribute changes."",""normal""";;
"2926,""BODY background cascading problems"",""normal""";;
"3928,""[PP]cosmetic problems with popups and lists"",""normal""";;
"3240,""Link border colors around images"",""normal""";;
"5714,""View source cut/paste problem"",""normal""";;
"2476,""SetInitialChildList methods need rework"",""normal""";;
"1968,""Table background & Progressive Rendering problems"",""normal""";;
"3239,""scrolling goes wrong when cursor is at the top of the main text"",""normal""";;
"5389,""crash on apprunner startup and crash on loading XUL in viewer"",""normal""";;
"5459,""libjpeg, libpng functions don't resolve since ImageLib 2 checkin"",""normal""";;
"4482,""image doesn't render due to \n in SRC attribute"",""normal""";;
"5766,""[PP] Scrolling pages with TEXT/TEXTAREA fields munges toolbar chrome"",""normal""";;
"4768,""[PP]Linux only: Radio and Check buttons not functioning correctly"",""normal""";;
"2322,""Images not precached"",""normal""";;
"5591,""Problems with 'Show clipboard' functionality"",""normal""";;
"5841,""modules/libimg/png contains outdated pngconf.h"",""normal""";;
"4734,""www.quicken.com (nested tables) lays out poorly"",""normal""";;
"661,""navigator.mimetypes array does not work (blocked on with(document))"",""normal""";;
"1590,""<p> tags inside links result in an extra line break"",""normal""";;
"1838,""Main frame drawn incorrectly"",""normal""";;
"2797,""warnings: hiding inherited virtual functions"",""normal""";;
"5346,""Some html tags in a <pre> zone change the preformat layout"",""normal""";;
"5205,""<P ALIGN=""""CENTER""""> tag"",""normal""";;
"2975,""Font color blue it too light for links on Big Reports table"",""normal""";;
"1564,""Left & Right-most table column appears at top of page"",""normal""";;
"2604,""[PP]External CSS styles cause page to be rendered twice"",""normal""";;
"6337,""""""Transferring data"""" words are constant on 1999050718"",""normal""";;
"3261,""View Source collapses linear whitespace sequences"",""normal""";;
"5215,""[PP]Crash on loading http://www.real.com"",""normal""";;
"1562,""<FONT SIZE=> yields extra large font"",""normal""";;
"3355,""TABLE align=right doesn't work"",""normal""";;
"3437,""visited links don't show up in different color"",""normal""";;
"3513,""Table cells shrink on reflow"",""normal""";;
"5185,""Does not display at all or displays wrong"",""normal""";;
"5049,""Apprunner crash on startup if npmidi32.dll is found in comm451 plugin folder"",""normal""";;
"4918,""table cell height attribute is not respected in this example"",""normal""";;
"6716,""Background does not display."",""normal""";;
"3486,""CSS character escapes should be fully supported"",""normal""";;
"4308,""Empty cells too wide/tall"",""normal""";;
"5162,""[PP]www.redhat.com looks wrong when using mozzila m4"",""normal""";;
"6521,""ANSI C++ violation in nsViewManager.cpp"",""normal""";;
"6787,""text/plain converts <--> to <->"",""normal""";;
"719,""TextTransform does not work on CSS for non-ASCII"",""normal""";;
"5857,""[PP]Toolbar example has no toolbar buttons or crashes"",""normal""";;
"1508,""borders on inline element"",""normal""";;
"1089,""Performance of style= attribute"",""normal""";;
"6012,""Error with text selection in example 6:Table stress test"",""normal""";;
"4553,""Charset Handling- META charset not being honored on first load of a page"",""normal""";;
"7077,""compile-et should put comments in generated .h file"",""normal""";;
"5943,""TABLEs with 'width' attribute cannot be centered"",""normal""";;
"6901,""View source incorrectly showing end tags for style and script elements"",""normal""";;
"6804,""ScrollFrameIntoView called with reversed arguments in nsPresShell"",""normal""";;
"6330,""<P> does not display new line"",""normal""";;
"6326,""<em> and <strong> breaks formatting inside <ins>"",""normal""";;
"6190,""PRE element: width attribute is not honored"",""normal""";;
"5643,""Crash in initial layout of empty framesets"",""normal""";;
"6187,""PRE element: spaces are not honored"",""normal""";;
"6169,""<FONT><SELECT></FONT><OPTION>: Nav 4 compatibility"",""normal""";;
"5558,""javascript error: frame has no properties"",""normal""";;
"5409,""Message appears twice"",""normal""";;
"5229,""pull down menu does not layout properly"",""normal""";;
"5178,""Fixed Background and Text alignment"",""normal""";;
"4782,""[BLOCKER] Views with borderless top level windows"",""normal""";;
"4489,""Line-wrapping not working"",""normal""";;
"4525,""layer with overflow:scroll not correct width?"",""normal""";;
"1087,""Displays funny"",""normal""";;
"1908,""Style sheet rendering foobar'ed"",""normal""";;
"4626,""Clicking button displays raw XML markup instead of formatted page."",""normal""";;
"5354,""nsDLL leak in nsComponentManagerImpl::AutoRegisterComponent()"",""normal""";;
"7103,""Patch for PropertiesTest.cpp"",""normal""";;
"7104,""Patch for xpcom/tests/Makefile.in"",""normal""";;
"7105,""Patch for TestObserverService.cpp"",""normal""";;
"6365,""[BLOCK] Window onunload handler called when child frame is unloaded"",""normal""";;
"5411,""Repeated re-display causes crash"",""normal""";;
"6404,""table cell widths crazy when window is large"",""normal""";;
"2123,""table-layout:fixed not distributing extra space"",""normal""";;
"2273,""Background image does not display"",""normal""";;
"4396,""<dt> .... </dt> not formatted correctly?"",""normal""";;
"4143,""Page crashing all platforms when utilizing word search."",""normal""";;
"4430,""NSPRPUB_RELEASE_3_1_BRANCH"",""normal""";;
"3014,""List in Table not displayed as list."",""normal""";;
"3193,""[PP] page with <br clear=all> before </center> shows blank"",""normal""";;
"3331,""""""charset"""" parameter not recognised in """"text/css"""" mime type"",""normal""";;
"4142,""many page-framing tables render badly"",""normal""";;
"6068,""The debug Viewer Demo #6 (nested tables) doesn't display properly"",""normal""";;
"1433,""Page loading is synchronous for embedded stuff like stylesheets"",""normal""";;
"4523,""Mozilla fails to render www.slashdot.org correctly."",""normal""";;
"4534,""FIELDSET right border edge disappears, perhaps due to enclosed FLOAT element?"",""normal""";;
"4931,""Cellspacing has problems when a width is specified"",""normal""";;
"7294,""Need implementation of accept-language -> nsLocale parser"",""normal""";;
"4804,""P tag behaves as BR tag in tables at first instance..."",""normal""";;
"5455,""background-position and enumerated values"",""normal""";;
"7243,""Fixed table layout doesn't work"",""normal""";;
"6045,""Incomplete cleanup in failure case in IL_GetImage"",""normal""";;
"4712,""Parser crash at http://bugzilla.mozilla.org/query.cgi"",""normal""";;
"6056,""[4.xP] Form displaced laterally"",""normal""";;
"6922,""why not cache nsGlobalHistory object?"",""normal""";;
"2325,""Page reports Javascript not enabled"",""normal""";;
"7449,""CDATA sections in XML documents are not handled properly"",""normal""";;
"6246,""[PP] Styled text is offset leftwards, only on Mac OS"",""normal""";;
"7284,""placeholder bug for me for the removal of the static kISupportsIID from QueryInterface"",""normal""";;
"7198,""[PP]Display Cookies, Display Signons crash on Linux"",""normal""";;
"7600,""remove nsImageButton from xpwidgets"",""normal""";;
"6811,""Tables & Background"",""normal""";;
"4892,""background attribute of table element not supported, but NOVA does"",""normal""";;
"4640,""[PP]animated gifs print differently each time they are printed"",""normal""";;
"5860,""[4.xP] GIF does not serve as link"",""normal""";;
"6535,""Tons of compiler warnings in gfx/src/ps"",""normal""";;
"7074,""The XML DTD should stop sending tokens to the content sink after processing the XML Error token"",""normal""";;
"7491,""App crashes on reload after trying to log in"",""normal""";;
"6439,""Need nsJSUtils::nsGetNativeThis(JSContext *cx, JSObject *obj)"",""normal""";;
"4736,""The sccs and rcs id strings are optimized away by the compiler."",""normal""";;
"4954,""[PP]Build fails if DIST path contains symlinks (sometimes)"",""normal""";;
"5297,""remove extraneous printf for v3.1.1"",""normal""";;
"5111,""User-specific configuration and overrides of NSPR build system"",""normal""";;
"5520,""_PR_MD_LSEEK64 tests for the failure of SetFilePointer incorrectly."",""normal""";;
"4741,""Need to define libVersionPoint() for libplds and libprstrms"",""normal""";;
"4471,""MIPS3 support on IRIX"",""normal""";;
"5344,""plarenas.h is missing the include-once macro define"",""normal""";;
"5284,""The static lib version structure for libnspr3 and libplc3 are incorrectly named (still referring to libnspr21 and libplc21)"",""normal""";;
"6648,""Change color.cpp to handle RGB byte ordering for Photon GUI"",""normal""";;
"5740,""[PP]menu item randomly disable in long menu."",""normal""";;
"4375,""table issue to do with bgcolor"",""normal""";;
"6654,""{compat} <P> tags in links break links"",""normal""";;
"3985,""[PP]Mac: missing Apple and application menus"",""normal""";;
"3940,""Unicode Conversion- ISO-2022-JP page does not display hankaku katakana characters"",""normal""";;
"2765,""shouldn't load all alternate stylesheets before displaying"",""normal""";;
"5491,""Javascript error in Navigator.xul"",""normal""";;
"3515,""Table row backgrounds not working"",""normal""";;
"4529,""style sheets partially used during load"",""normal""";;
"6225,""Default namespace preventing display of images in XML document (M5)"",""normal""";;
"6546,""Invalid @import rules causing rest of stylesheet to be ignored"",""normal""";;
"5015,""Floating element problems"",""normal""";;
"7202,""MLK in typelib"",""normal""";;
"7507,""Reloading 4.x plug-in that uses SDK C++ framework crashes"",""normal""";;
"4727,""""""The dynamic link library IML32.DLL could not be found"""" NT4"",""normal""";;
"5125,""[BLOCKER] Pages containing OPTGROUP elements hang the viewer"",""normal""";;
"5038,""document loads too slowly"",""normal""";;
"2424,""Full-screen plug-in: throbber never stops"",""normal""";;
"7503,""nsObjectFrame::Reflow uses deleted string"",""normal""";;
"4196,""M3: HREF TARGET= works in Viewer but not AppRunner"",""normal""";;
"1860,""HTML4: <FIELDSET><LEGEND>Title</LEGEND></FIELDSET>"",""normal""";;
"4428,""[PP]Mac: meta characters get interpreted in menus"",""normal""";;
"1887,""Unix compilers don't like taking address of automatics (patch)"",""normal""";;
"4924,""Attributes being given default namespace"",""normal""";;
"8264,""[PP] Mac GFX draws lines one pixel too long"",""normal""";;
"4200,""titledbuttons don't display at all if not given an image"",""normal""";;
"5500,""If last menu item is a submenu, then you get double menus"",""normal""";;
"1872,""case insensitivity in xml parsing"",""normal""";;
"6950,""residual style problem - style leaks"",""normal""";;
"2480,""Default namespaces not implemented"",""normal""";;
"3921,""Charset Handling- Problem displaying proper document charset in frame element"",""normal""";;
"2483,""Missing background image, incorrectly placed text."",""normal""";;
"2593,""Still some things broken (in 1-22-99 build of viewer downloaded from nightly builds)"",""normal""";;
