"Bug ID,""Summary"",""Severity""";
"483672,""Permission denied for <http://localhost:7080> to call method UnnamedClass.handleEvent@XPCSafeJSObjectWrapper.cpp:445.0"",""blocker""";
"557125,""[Linux64 SeaMonkey 2.1] comm-central-trunk build on tinderbox fails to compile after bug 551254 (testplugin / moz_xmalloc)"",""blocker""";
"560664,""Need mechanism to launch with command line args"",""blocker""";
"290390,""Deer Park - Software Update"",""blocker""";
"562876,""Addons manager rewrite removed brand.dtd reference, l10n builds still need that."",""blocker""";
"562877,""addons manager rewrite re-used entity names with different values"",""blocker""";
"567054,""Cc and Ci are not defined in updates.js"",""blocker""";
"17673,""[Dogfood] Japanese IME disabled in the subject (plain text & HTML) and body text window (Plain Text only)"",""blocker""";
"210641,""Crash using Japanese IME"",""blocker""";
"17710,""[Blocker][PP][IME] Crash on KO text input"",""blocker""";
"310318,""IME composition string isn't rendered as selection text"",""blocker""";
"478030,""[TSF] The composition string is not displayed on WinXP + MS-IME"",""blocker""";
"536058,""Cannot use IME on subframes (e.g., iframe)"",""blocker""";
"10162,""Crash-In Editor, selecting the character in the IME choice window causes apprunner crashes"",""blocker""";
"6550,""[BLOCKER] Need design and requirements document for IME support"",""blocker""";
"313174,""IME composition string isn't rendered as selection text"",""blocker""";
"34517,""[regression] XIM: Duplicate chars are committed to the edit area"",""blocker""";
"572149,""segfault while running mochitest with messageManager.loadFrameScript()"",""blocker""";
"578938,""Shared, non-libxul builds failing due to ANGLE changes"",""blocker""";
"560941,""[OOPP] Fix the Core Graphics Shmem leak"",""blocker""";
"561477,""Right-clicking on flash applets hangs/crashes plugin-container/Firefox"",""blocker""";
"585541,""JM: GC interaction with PICs is suboptimal"",""blocker""";
"587139,""Attempting to load content in <browser remote> gives: """"###!!! ASSERTION: Our view doesn't have a widget. Totally stuffed!: 'Error', file /home/cjones/mozilla/cedar/content/base/src/nsFrameLoader.cpp, line 771"""""",""blocker""";
"585927,""Mail bloat tests need upgrading to account for manifest changes"",""blocker""";
"531008,""nsIDOMGeoPositionAddress must use DOMString instead of string"",""blocker""";
"591576,""[comm-central] widget/src/windows/GfxInfo.cpp now reports various errors"",""blocker""";
"364412,""Crash when updating in nsIncrementalDownload::OnStartRequest, attempting to allocate a huge amount of memory (was """"[Mac] Crash when updating from FF 2->2.0.0.1"""")"",""blocker""";
"594108,""fix RegExp.exec()-to-RegExp.test() conversion"",""blocker""";
"596410,""Shadow layers on android broken by bug 594553"",""blocker""";
"571649,""Re-enable Docshell tests after Bug 535922"",""blocker""";
"460926,""A11y hierarchy is broken on Ubuntu 8.10 (GNOME 2.24)"",""blocker""";
"598279,""Building Javascript as shared library broken wrt xpconnect: xpcjsruntime.cpp:806: undefined reference to `js::TriggerOperationCallback(JSContext*)'"",""blocker""";
"590804,""Locking Disk Cache Size to 250MB"",""blocker""";
"598507,""Talos & unittest don't launch on 10.5 for i386+x86_64 universal binaries"",""blocker""";
"599809,""mailnews/Makefile points to wrong topsrcdir, using m-c instead of c-c"",""blocker""";
"601113,""Port |Bug 543800 - package chrome style tests into .jar file for local testing| to comm-central"",""blocker""";
"602393,""Android blacklisting turns off JIT on all devices"",""blocker""";
"603167,""Link layout fails with Undefined symbols mozilla::gl::GLContext::ReadPixelsIntoImageSurface"",""blocker""";
"557060,""[Windows] After bug 551254, Firefox/SeaMonkey fails to build or run with error like """"?_Throw@std@@YAXABVexception@stdext@@@Z"""""",""blocker""";
"604539,""mozrunner doesn't properly detect 32-bit architectures on os x"",""blocker""";
"606370,""Mozrunner 2.5.2rc1 (Mozmill 1.5.1rc1) breaks Windows 2000 compatibility because of IsProcessInJob call"",""blocker""";
"603139,""Bug 599428 broke Thunderbird and Sunbird builds"",""blocker""";
"606040,""[SeaMonkey] 'Linux comm-central-trunk leak test build' still broken after bug 536295 bustage fixes"",""blocker""";
"605140,""Composition content policy broken due to compartments landing"",""blocker""";
"615173,""mochitest https certificate has expired (Moth, M-3/5 orange)"",""blocker""";
"614228,""[SeaMonkey] Windows bustage in nsUrlWidget after bug 581596 landing"",""blocker""";
"613516,""xpcshell dump doesn't print newlines"",""blocker""";
"517784,"" --enable-xpctools breaks build"",""blocker""";
"612809,""Unable to cross compile 32-bit shells on Mac OS X 10.6"",""blocker""";
"593483,""Unbreak (real) dtrace"",""blocker""";
"613374,""[SeaMonkey 2.0, nightlies] new OTS code causes """"gfxUserFontSet.cpp:281: undefined reference to `ots::Process(ots::OTSStream*, unsigned char const*, unsigned int, bool)'"""""",""blocker""";
"606702,""Missing files on GECKO20b7pre_20101006_RELBRANCH: *** No rule to make target `PPrefTuple.h'.  Stop."",""blocker""";
"520295,""Trying to find plugin updates results in a new tab with a '400 Bad Request' page"",""blocker""";
"548531,""[OOPP] All flash videos crashing in mozilla-runtime"",""blocker""";
"451040,""Passwords Manager Empty after convert to MozStorage"",""blocker""";
"524995,""Fix clearUserPref usage, back out no-throw change to prefbranch"",""blocker""";
"573255,""Display of failure summary and suggestions broken on tbpl"",""blocker""";
"410485,""Updates from 20080101 Win32 nightly fail with READ_ERROR"",""blocker""";
"586350,""Update to 08/11 nightly produces a build that won't startup"",""blocker""";
"534866,""Java and WMP plugins don't load (IPP)"",""blocker""";
"609068,""Implement J-PAKE in FreeBL"",""blocker""";
"624080,""""""non-relocatable subtraction expression"""" trying to compile jsclone.cpp on mac os x 10.5"",""blocker""";
"626310,""Port |Bug 600435 - XULRunner universal for i386/x64_64 fails to unify nspr-config| to comm-central"",""blocker""";
"619713,""[SeaMonkey] mochitest-browser-chrome: 192 failures due to not supporting 'let' anymore/again"",""blocker""";
"626169,""""""nsExceptionHandler.cpp(739) : error C2065: 'MiniDumpWithFullMemoryInfo' : undeclared identifier"""""",""blocker""";
"633408,""32bit Firefox failed to start on a machine with 16GB (or 32GB ...) memory"",""blocker""";
"616733,""disable and/or remove WebSockets for gecko 2.0 due to security problems"",""blocker""";
"643700,""ARM js shell fails to compile due to warnings"",""blocker""";
"648720,""Build failure in ../mailnews/base/src/nsMsgRDFDataSource.cpp"",""blocker""";
"601358,""d3d10 compilation failure without d2d compilation enabled"",""blocker""";
"653865,""Trunk builds broken by bug 556214: undeclared 'MonitorAutoEnter'"",""blocker""";
"655558,""[Debug Windows] """"xul.dll"""": """"LINK : fatal error LNK1210: exceeded internal ILK size limit";" link with /INCREMENTAL:NO"""" since 2011.05.05"",""blocker"""
"655260,""Burning JaegerMonkey (TI) for ARM."",""blocker""";
"658239,""Add a missing storeDouble implementation for ARM to fix TI build."",""blocker""";
"652459,""TM Windows nightlies (twice) and Linux64 opt builds (permanently) fail multiple mochitest-a11y tests with """"getTextBeforeOffset"""" errors"",""blocker""";
"655042,""Missing prtypes header in jscpucfg causes cross-builds to fail."",""blocker""";
"113616,""Latest nightly build crashes on first page load Trunk [@ GetBorderColor][@ nsCSSRendering::DrawCompositeSide]"",""blocker""";
"118322,""Trunk Crash while launching preferences [@ nsOutlinerContentView::Select]"",""blocker""";
"133183,""Mozilla crashes on right-click [@ nsMenuPopupFrame::SetCurrentMenuItem][@ nsMenuBarFrame::SetCurrentMenuItem]"",""blocker""";
"158202,""crash opening venkman and closing navigator - Trunk [@ nsXULElement::GetOwnerDocument]"",""blocker""";
"199492,""crash while submitting form on www.sony.com [@ nsHttpConnection::CloseTransaction]  [@ nsHttpConnection::Close] [@ nsHttpConnectionMgr::nsConnectionHandle::~nsConnectionHandle] [@ nsHttpTransaction::HandleContent] [@ 0x3d888889] [@ nsHttpConnection::Re..."",""blocker""";
"262054,""Post 1.8a5 builds crashing at startup with profile manager [@ nsHTMLContainerFrame::CreateViewForFrame]"",""blocker""";
"257354,""Can make firefox crash while using form completion [@ nsFormFillController::OnTextEntered]"",""blocker""";
"279788,""Autocomplete crashes in mail compose - TBTrunk [@ nsGenericElement::isSelfOrAncestor][@ nsIContent::GetParent - nsGenericElement::isSelfOrAncestor]"",""blocker""";
"299188,""[FIX] CSS position:relative on input tag within fieldset tag crashes browser in [@ nsCSSFrameConstructor::GetAbsoluteContainingBlock]"",""blocker""";
"318873,""Crash in [@ js_GetLocalizedErrorMessage] following 215173 checkin"",""blocker""";
"341309,""Firefox crashes when I try to login [@ nsAutoCompleteController::ClosePopup]"",""blocker""";
"380872,""Compose (e.g. Right click  -> send page) crashes [@ FindBodyContent()]"",""blocker""";
"368427,""Crash [@nsThebesImage::AllowedImageSize, nsThebesImage::Draw] due to """"Integer divide by zero"""""",""blocker""";
"398885,""Crash at startup on systems with Pango 1.18 [@ GlyphBuffer::Flush] [@ _cairo_cache_freeze]"",""blocker""";
"392214,""random crashes [@ _moz_pixman_compute_composite_region]"",""blocker""";
"428288,""[@ NS_GetInnermostURI - nsDocShell::ValidateOrigin]"",""blocker""";
"428614,""Crash every time I try to read news [@SearchTable]"",""blocker""";
"417944,""Crash when loading a lot of sites [@ js_ComputeThis]"",""blocker""";
"411369,""Crash while trying to print [@ @0x0 @0x1000 _cairo_meta_surface_create] [@ _moz_cairo_surface_finish ]"",""blocker""";
"425266,""Crash [@ JS_GetFunctionName][@ PR_Lock - js_GetStringBytes] starting venkman"",""blocker""";
"412068,""Firefox crashes when I open 'view page info' on a non-blank page [@ js_ValueToNumber]"",""blocker""";
"447042,""Opening DOM Inspector crashes Firefox [@ nsMenuBarX::InsertMenuAtIndex]"",""blocker""";
"463803,""Crash [@ memcpy] [@ js_NewStringCopyN]"",""blocker""";
"458048,""Drag & Drop of tabs crashing browser with new API [@ nsINode::GetCurrentDoc() ] [@ PresShell::CreateRangePaintInfo]"",""blocker""";
"434644,""Crash [@ nsMsgImapHdrXferInfo::GetHeader] when accessing IMAP folder"",""blocker""";
"474758,""[@ FcFontSetSort] crashes on Solaris"",""blocker""";
"468845,""crash [@XRE_main] [@ gdk_x11_get_default_xdisplay]: impossible to launch Firefox under KDE"",""blocker""";
"499774,""startup crash [@ nsAString_internal::Capacity] interface nsIMsgFolder changed without required uuid bump"",""blocker""";
"488311,""Typing in various forms around the web causes Firefox 3.5b4pre to crash [@ nsAutoCompleteController::ClosePopup() ]"",""blocker""";
"493375,""plugins won't load [@ nsPluginFile::LoadPlugin]"",""blocker""";
"570314,""[@ nsChildView::GetLayerManager] crashes embedders on launch"",""blocker""";
"584437,""TOP Crash [@ js::MonitorLoopEdge(JSContext*, unsigned int&, js::RecordReason)]"",""blocker""";
"592041,""crash [@ openMailWindow ]"",""blocker""";
"601347,""[SeaMonkey] crash [@ nsNetscapeProfileMigratorBase::CopyCookies(int)]"",""blocker""";
"611595,""crash [@ mozilla::layers::CairoImageD3D9::SetData(mozilla::layers::CairoImage::Data const&) ]"",""blocker""";
"607287,""Crash when trying to disable or uninstall an add-on [@ nsWindow::UserActivity]"",""blocker""";
"316845,""Build error in gfx/cairo/libpixman/src/fbpict.c: symbol `_cairo_pixman_composite' is already defined"",""blocker""";
"418667,""lcms windows mobile build bustage fix."",""blocker""";
"418663,""Fix build bustages on libpr0n"",""blocker""";
"522060,""crash @ mozce_shunt.dll!arena_chunk_init"",""blocker""";
"236956,""MSVC++ .net 2003 builds fail while trying to compile nsGfxCheckboxControlFrame.cpp"",""blocker""";
"387572,""Invalid free deserializing JS component script"",""blocker""";
"296376,""Normal User Startup opens transparent GUI"",""blocker""";
"250771,""When using autofill Mozilla crashes [@ GlobalWindowImpl::Close]"",""blocker""";
"481351,""TM: ARM: crash in [@ js_FastNewObject] while logging in to gmail"",""blocker""";
"499519,""Crash in [@ oggplay_data_handle_theora_frame]"",""blocker""";
"519719,""TM: crash [@ JS_GetFrameThis] - SynthesizeFrame passes partly-uninitialized JSStackFrame to callHook"",""blocker""";
"520492,""Crash [@ TraceRecorder::attemptTreeCall] - js1_6/extensions/regress-472508.js"",""blocker""";
"659182,""Crashing on startup [@ DisableFontActivation() ]"",""blocker""";
"663666,""After landing of fix to Bug 650874 - Fix correctness issue with JSOP_CALLGVAR build fails in jstracer"",""blocker""";
"650522,""Can not login on Mail.ru and qiwi.ru in Firefox 3.6.17/3.5.19"",""blocker""";
"658503,""Landing of |Bug 654201 - avoid nsHttpConnection::IsAlive() running event loop for unused SSL connections| broke nsImapProtocol"",""blocker""";
"524865,""DebugPrintAllKeyboardLayouts is 80% of startup time"",""blocker""";
"618368,""Mozilla upgrade to NSS 3.12.9 final"",""blocker""";
"654468,""NSS 3.12.10 fails to build on OSX 64 bit"",""blocker""";
"670454,""Certificates usage in Certificate Viewer is always shown as """"could not verify this certificate for unknown reasons"""""",""blocker""";
"157811,""plain text compose and reply busted"",""blocker""";
"270665,""unable to add a feed"",""blocker""";
"244576,""Unable to insert line breaks to break quoted replies (Enter acts like backspace)"",""blocker""";
"132216,""Print twice, second, again crashes M1RC1 Trunk [@ js_Interpret | JS_GetPrivate]"",""blocker""";
"143862,""document.write crashes on some pages"",""blocker""";
"95000,""Cannot get back the collapsed toolbars: collapsed toolbars handles are missing"",""blocker""";
"82194,""Crash in Trunk & M091 [@ nsSliderFrame::CurrentPositionChanged]"",""blocker""";
"295538,""Bump app.extensions.version to 1.0+ for pre-1.1 releases"",""blocker""";
"162526,""Crash when quitting Mozilla [@ EventListenerManagerMapEntry::~EventListenerManagerMapEntry] [@ PL_DHashTableRawRemove] [@ 0x00000000] [@ 0x00000009 - PL_DHashTableFinish]"",""blocker""";
"293588,""Wrong items are selected in dropdowns"",""blocker""";
"264789,""Starting from 20041017 (aviary) find toolbar appearance is broken on mac"",""blocker""";
"307566,""Talkback is being disabled with FF15b1 builds (when using an old profile)"",""blocker""";
"79178,""Trying to open an email with attachments crashes Mozilla in IMGICON.DLL - Trunk [@ nsIconChannel::AsyncOpen]"",""blocker""";
"279164,""Unable to launch URL links from Thunderbird with Firefox set as default browser"",""blocker""";
"128521,""Form Submission on Hotwire Results in Wrong Hotel Room!"",""blocker""";
"291809,""Theme and Extension managers missing get more  links"",""blocker""";
"67435,""popups coming up empty all over the place"",""blocker""";
"46095,""[regression] Submiting bug in bugzilla crashes in nsHTTPChannel::ResponseCompleted"",""blocker""";
"179610,""nsIIOService is not part of the SDK yet it is frozen"",""blocker""";
"96480,""we're sometimes submitting the wrong thing to bugzilla"",""blocker""";
"63243,""Browser crashes on visiting any page with flash content"",""blocker""";
"199500,""Crash in [@ nsHttpConnectionMgr::OnSocketEvent] if PSM is not installed"",""blocker""";
"265135,""Can't install extensions from update.mozilla.org (whitelist)"",""blocker""";
"174989,""1.2b sucks and won't get localization - missing .dtd updates for locale version number"",""blocker""";
"291170,""XML Parsing error blocks launch of Firefox"",""blocker""";
"48575,""window.getSelection() broken"",""blocker""";
"182500,""[1.2 branch] parser bugs due to bug 167493"",""blocker""";
"78626,""Trunk crash in [@ nsOutlinerBodyFrame::SetView] espn.com, mail compose, preferences"",""blocker""";
"37084,""Seamonkey crashes after launch on Linux build 2000042509"",""blocker""";
"66562,""document.write('<a href=""""http://abc/')";"</script>xyz.html""""> fails"",""blocker"""
"106646,""crash opening chatzilla, mail compose, addressbook, etc - Trunk [@ nsXULDocument::ContentRemoved] [@ nsXULDocument::ContentReplaced]"",""blocker""";
"292362,""Crash on restart with extension installed [@  CarbonCore.557.0.0]"",""blocker""";
"253610,""[trunk] Can't launch profile manager"",""blocker""";
"136884,""printing broken on OpenVMS"",""blocker""";
"95297,""session history doesn't restore scroll position and form controls"",""blocker""";
"104421,""crash entering msn.com - Trunk [@ nsVoidArray::IndexOf][@ IndexOf]"",""blocker""";
"297338,""HTML Editform TextView (textarea) appears to truncate at 4096 characters."",""blocker""";
"43280,""No Plugin Downloader Plugin!"",""blocker""";
"289460,""Theme installation fails"",""blocker""";
"295729,""crash after Firefox or Thunderbird checks for Extension/Theme updates - Trunk FF11a1 TB11a1 [@ firefox-bin][@ thunderbird-bin]"",""blocker""";
"78725,""Right-click doesn't reliably bring up context menu (first time only?)"",""blocker""";
"221526,""JS Script.thaw is a security hole"",""blocker""";
"86041,""SetCacheAsFile returns successful when talking to https"",""blocker""";
"50435,""filter editor does not work"",""blocker""";
"313923,""[Mac only] Unable to update on the Mac - 20051025-11 build"",""blocker""";
"267498,""Dialogs cutting off content"",""blocker""";
"157733,""DNS: lookup regression"",""blocker""";
"41143,""Mail compose only allows 4 addresses"",""blocker""";
"41373,""Previous page's edit fields are being reused"",""blocker""";
"68343,""OS/2 can't print on the current trunk (0.8)"",""blocker""";
"658877,""fix nsIURI build bustage caused by fix for bug 308590"",""blocker""";
"672787,""Aurora build crashes [@ _moz_pixman_image_composite32] at start-up (07/20)"",""blocker""";
"688295,""Talos v8 crashes shortly after recent downtime"",""blocker""";
"671423,""""""non-relocatable subtraction expression"""" trying to compile content/canvas/src/CanvasUtils.cpp"",""blocker""";
"688062,""[Mac] Not getting Breakpad when Mac crashes"",""blocker""";
"678984,""Assertion failure: rt->onOwnerThread() running test_imapPasswordFailure.js"",""blocker""";
"693890,""Can't build with --disable-accessibility"",""blocker""";
"694741,""Move Android mochitest test-paths into the source tree"",""blocker""";
"601471,""Unify: stop trying to 'package-tests' builds with '--disable-tests'"",""blocker""";
"655209,""Sparc build broken / Makefile not enabling arch for methodjit files"",""blocker""";
"698190,""Fix things after landing of mozilla::clamped function from bug 695303"",""blocker""";
"699605,""PKITS tests need to pass certdb password to crlutil command"",""blocker""";
"693240,""Lots of assertion with SPARC after s/PRBool/bool/"",""blocker""";
"701679,""Port |Bug 311007 - Add aFlags arg to onLocationChange(...), to distinguish between same-document and different-document| to comm-central"",""blocker""";
"703768,""Use of local symbols is busted on Windows"",""blocker""";
"701262,""redirect requests for fonts cause font load to fail"",""blocker""";
"708453,""[Mac] Crash Reports not getting submitted on Mac trunk"",""blocker""";
"711718,""Mac64 builds failing during packaging"",""blocker""";
"709531,""Addons Manager tests should have AMO-related prefs reset after each test to disallow network access"",""blocker""";
"700988,""BRANCH_REGEXP is not defined in AddonRepository.jsm - Add-on manager broken on Aurora branch"",""blocker""";
"715332,""IonMonkey: Assertion failure: Tag == OP2, at ./ion/arm/Assembler-arm.h:999"",""blocker""";
"658666,""Comm-central xpcshell-tests busted due to bug 616999 / switching xpcshell to manifests"",""blocker""";
"659205,""tier_platform_dirs doesn't include APP_LIBXUL_DIRS (mailnews/ etc) -- mailnews, xpfe autocomplete etc aren't getting built"",""blocker""";
"727081,""Telemetry.cpp:113:18: error: use of undeclared identifier 'EnumerateEntries' using clang"",""blocker""";
"718541,""Can't build a working optimized Windows from trunk since bug 715821 landed";" resulting build crashes on startup and attempting to build installer crashes during build"",""blocker"""
"727993,""Mouse clicks go to the wrong place on Maple"",""blocker""";
"720071,""""""nsFilePicker.cpp(992) : error C2027: use of undefined type 'IFileDialog'"""" when using""""--with-windows-version=502"""""",""blocker""";
"730213,""Port |Bug 698381 - Node.cloneNode's deep parameter should be optional (default to true)| to comm-central"",""blocker""";
"731956,""[SeaMonkey, Debug] Exception and assertion in Places which break building, since """"Feb 29 10:48:10 2012 -0800"""" m-c merge"",""blocker""";
"683449,""Remove the exemptions for the Staat der Nederlanden root"",""blocker""";
"738102,""devicemotion causes shutdown crash"",""blocker""";
"696299,""Valgrind jobs are failing in js/src/shell/"",""blocker""";
"463263,""leaking nsHostResolver a lot on multiple platforms from unrelated checkins"",""blocker""";
"751567,""[comm-central, Windows] """"js\src\gc/Root.h(303) : fatal error C1075: end of file found before the left brace '{' at '[...]/js/src/jsnum.cpp(1232)' was matched"""""",""blocker""";
"721160,""[10.5] Breakpad broken on OS X 10.5.8 in current trunk and aurora nightlies"",""blocker""";
"747348,""Build fails in TestMailCookie.cpp"",""blocker""";
"726097,""Hit testing broken"",""blocker""";
"755277,""Build bustage (MSVC10, pymake): Target 'pixman-mmx.obj' has multiple rules with commands | Target 'transform-sse2.obj' has multiple rules with commands"",""blocker""";
"756010,""[VC8] """"gfx/2d/ImageScalingSSE2.cpp(112) : error C3861: '_mm_castsi128_ps': identifier not found"""""",""blocker""";
"756726,""nsLDAPConnection.cpp fails to build with error C2171: '!' : illegal on operands of type 'void' error C2451: conditional expression of type 'void' is illegal Expressions of type void cannot be converted to other types"",""blocker""";
"761136,""Invalid uses of uint64_t vs PRUint64 in IndexedDBParent.cpp after bug 666693"",""blocker""";
"759078,""Permanent orange: TEST-UNEXPECTED-FAIL | test_mime_emitter.js - Assertion failure: !connections[i]->ConnectionReady(), mozStorageService.cpp:852"",""blocker""";
"761747,""Thunderbird builds are broken due to nsIDOMHTMLElement update"",""blocker""";
"749953,""panning (scrolling) does not work correctly on Android XUL nightly builds and wikipedia home page displays incorrectly"",""blocker""";
"710176,""Socket transport service thread pegs the CPU spinning to send data on a SSL socket that is blocking waiting for certificate validation to finish"",""blocker""";
"761635,""[MSVC8] """"dom/indexedDB/IDBCursor.cpp(42) : error C2872: 'ipc' : ambiguous symbol"""" after bug 666693"",""blocker""";
"515818,""crash at js3250.dll!nanojit::CodeAlloc::alloc"",""blocker""";
"772570,""Build failure: Cannot open include file: 'vpx/vpx_encoder.h' @ reference_picture_selection.cc"",""blocker""";
"779372,""Compile error on Windows js shells involving zlib"",""blocker""";
"779393,""Compile error in js shells involving 'resizeUninitialized' in 'JS::AutoIdVector' in jsiter.cpp involving --enable-more-deterministic"",""blocker""";
"782102,""Port relevant changes from |Bug 215450 - uploading files that are larger the 2GB fails|"",""blocker""";
"781943,""[Azure] gfx::2d should be able to deal with nullptrs"",""blocker""";
"731159,""Consider adding a new paint related test - tresize"",""blocker""";
"789711,""Can't build using MSVC 9 because it does not provide stdint.h"",""blocker""";
"792804,""Test failure: mailnews/news/test/unit/test_bug540288.js | [Exception... """"Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsICacheSession.openCacheEntry]"""" nsresult: """"0x80040111 (NS_ERROR_NOT_AVAILABLE)"""""",""blocker""";
"781476,""expando properties aren't accessible on certain objects when running same origin code in different compartment"",""blocker""";
"793273,""FF16 CTP blocklist should never be triggered"",""blocker""";
"791245,""Must include license for ACE for webrtc code"",""blocker""";
"793393,""Can no longer build mozilla-central under windows using MSVC 9"",""blocker""";
"798352,""Windows build fails in sctp under VC9 because EALREADY is undefined"",""blocker""";
"798800,""ANGLE fails to build on Mac 10.6 and 10.8 with clang rev 161022 and clang rev 163716"",""blocker""";
"794285,""Bug 793634 broke comm-central builds"",""blocker""";
"787253,""Addons Manager XPCShellTests that set AddonManager.checkCompatibility too early are failing on Aurora 17 nightly builds"",""blocker""";
"799856,""crash in mozilla::InternalInvalidateThebesLayersInSubtree ,   Firefox17b1 crashes when I canceled login to Facebook"",""blocker""";
"617492,""Add PK11_KeyGenWithTemplate function to pk11wrap (for Firefox Sync)"",""blocker""";
"486407,""Preferences dialog is modal on Windows which stops execution of Mozmill tests"",""blocker""";
"809756,""Linux PGO builds timing out"",""blocker""";
"810661,""Pure JS code causes PGO breakages in js-ctypes"",""blocker""";
"809904,""ImageContainerChild::CreateImage does not create gralloc images"",""blocker""";
"812375,""Remove content_xtf.xpt from package manifest"",""blocker""";
"812212,""SeaMonkey trunk fails to compile (nsIPop3Service.idl)"",""blocker""";
"805596,""MediaEngineDefault must use reasonable values for fake Audio streams"",""blocker""";
"773847,""Selecting to capture a picture for getUserMedia test page fails with an exception thrown on startMedia line 139"",""blocker""";
"513999,""mochitest-plain hanging during shutdown"",""blocker""";
"507199,""Fix race condition in finalizing asynchronous storage statements"",""blocker""";
"575524,""browser_bug562890.js fails with other application extensions installed"",""blocker""";
"584156,""1.9.2 branch, mac: RegistrationOrder tests TestRegular and TestDeferred FAILED - cannot create core service"",""blocker""";
"622060,""jsreftest.html?test=ecma_3/Number/15.7.4.3-02.js | application timed out after 330 seconds with no output"",""blocker""";
"605093,""Permanent Mac Orange due to test timeouts: TEST-UNEXPECTED-FAIL | asyncTestUtils.js | Timeout running test, and we want you to have the log"",""blocker""";
"619272,""Intermittent failure in layout/reftests/css-import/290018-1.html | image comparison (==)"",""blocker""";
"629415,""Landing of """"deal with cached accessibility tree"""" broke Thunderbird MozMill tests | TEST-UNEXPECTED-FAIL | test-message-header.js | test_a11y_attrs [PERMANENT ORANGE]"",""blocker""";
"692605,""Perma-orange Aurora (and Beta) Linux opt (non-PGO) browser_webconsole_bug_595934_message_categories.js | Test timed out and test_errorPropagation.html | Test timed out followed by shutdown timeout"",""blocker""";
"760583,""Thunderbird crashes when saving an email as draft or trying to send, in nsHTMLEditRules::WillDo";" Permanent orange: TEST-UNEXPECTED-FAIL | Disconnect Error: Application unexpectedly closed | test-eml-actions.js | test_reply_to_eml_save_as_draft"",""blocker"""
"751873,""Permanent orange: TEST-UNEXPECTED-FAIL | test_iteratorUtils.js | TypeError: childArray is null"",""blocker""";
"781126,""AllowPlugins = false on docshell is no longer working ? | Thunderbird Permanent TEST-UNEXPECTED-FAIL | test-plugins-policy.js | Plugin has not been blocked in message as expected"",""blocker""";
"796805,""Permanent orange: TEST-UNEXPECTED-FAIL | test_iteratorUtils.js | TypeError: childArray is null"",""blocker""";
"481921,""Crash [@ntdll:RtlpCoalesceFreeBlocks]"",""blocker""";
"801383,""Build is failing in comm-central MailNews code since m-c Bug 779473"",""blocker""";
"781346,""Expose local profile directory"",""blocker""";
"817459,""gfx/thebes/woff.o: requires dynamic R_X86_64_PC32 reloc against 'moz_malloc' which may overflow at runtime";" recompile with -fPIC"",""blocker"""
"795591,""crash in mozilla::FrameLayerBuilder::ClearManagerData"",""blocker""";
"798870,""IonMonkey: crash in js::ion::FastInvoke"",""blocker""";
"801855,""[OTA update][Security Review] Check update download progress to prevent overly large update from being downloaded"",""blocker""";
"818657,""Fix build failures due to prmem include removals"",""blocker""";
"818717,""Backport fixes needed for B2G from NSS 3.14.1 BETA 1 (NSS_3_14_1_BETA1) to mozilla-beta and mozilla-aurora"",""blocker""";
"813619,""Spike of 64-bit crashes in GC"",""blocker""";
"821685,""Virtually perma-purple Win debug xpcshell, with """"command timed out: 1200 seconds without output, attempting to kill"""" during test_bug567184.js"",""blocker""";
"816392,""Import NSS 3.14.1 BETA 1 (NSS_3_14_1_BETA1) into mozilla-central"",""blocker""";
"820905,""crash in nsNPAPIPluginInstance::UnscheduleTimer"",""blocker""";
"814793,""Permanent browser_bug567306.js orange since packaging update landed on Aurora"",""blocker""";
"822263,""Change nsAbView.cpp to use DebugOnly.h instead of Util.h"",""blocker""";
"822313,""Leaks on aurora"",""blocker""";
"823502,""[OS.File] OSFileConstants for Android"",""blocker""";
"73250,""Infinite loop when displaying messages with image attachments"",""blocker""";
"824459,""Thunderbird build is broken after Bug 807678 (error: no matching function for call to ‘nsIDNSRecord::GetNextAddr(int, PRNetAddr*)’)"",""blocker""";
"813746,""WebRTC unit tests break the build with --enable-shared-js"",""blocker""";
"799295,""v8 crashing most runs on Linux32 PGO, in js::gc::MarkKind, on Gecko 18 and up"",""blocker""";
"821701,""Extremely frequent Linux32 debug mochitest-browser-chrome JS crashes during debugger tests"",""blocker""";
"827841,""nsMainThreadPtrHolder dtor can call NS_ProxyRelease() with nullptr"",""blocker""";
"828502,""nsMainThreadPtrHandle can be initialized with a nullptr, and ::get() will crash on it"",""blocker""";
"591795,""""""Assertion failure: !conservativeGC.hasStackToScan(),"""" with gczeal"",""blocker""";
"825802,""Memory leak in Marionette when calling execute_script() in CONTENT context"",""blocker""";
"834228,""No symbols for XUL for Mac nightly"",""blocker""";
"827783,""click events sent by marionette are discarded in gaia"",""blocker""";
"835293,""Build failures: intel-gcm.s Error: `foo` is not supported on `opteron'"",""blocker""";
"828507,""Firefox 19b1 Beta updates fail to apply"",""blocker""";
"802355,""crash spike in mozilla::plugins::PluginModuleParent::StreamCast with abort message: """"Corrupted plugin stream data.: file e:/builds/moz2_slave/m-cen-w32-ntly/build/dom/plugins/ipc/PluginModuleParent.cpp, line 844"""""",""blocker""";
